,time,latitude,longitude,altitude
0,2022-08-13 06:53:30+00:00,45.884232,2.980313,798.771655
1,2022-08-13 06:53:31+00:00,45.884228,2.980305,798.771655
2,2022-08-13 06:53:32+00:00,45.884228,2.980307,798.771655
3,2022-08-13 06:53:33+00:00,45.884227,2.980305,798.771655
4,2022-08-13 06:53:34+00:00,45.884227,2.980305,798.771655
5,2022-08-13 06:53:46+00:00,45.884228,2.980307,798.771655
6,2022-08-13 06:53:47+00:00,45.884228,2.980307,798.771655
7,2022-08-13 06:53:55+00:00,45.884232,2.980308,798.771655
8,2022-08-13 06:53:58+00:00,45.88424,2.980297,798.771655
9,2022-08-13 06:53:59+00:00,45.884242,2.980298,798.771655
10,2022-08-13 06:54:00+00:00,45.884242,2.980298,798.771655
11,2022-08-13 06:54:06+00:00,45.884242,2.980288,798.771655
12,2022-08-13 06:54:06+00:00,45.884242,2.980288,798.771655
13,2022-08-13 06:54:14+00:00,45.884265,2.980135,798.771655
14,2022-08-13 06:54:18+00:00,45.884308,2.979995,798.771655
15,2022-08-13 06:54:23+00:00,45.884375,2.979892,798.771655
16,2022-08-13 06:54:26+00:00,45.884477,2.979912,798.771655
17,2022-08-13 06:54:29+00:00,45.884613,2.979933,798.771655
18,2022-08-13 06:54:32+00:00,45.884742,2.979957,798.771655
19,2022-08-13 06:54:35+00:00,45.884842,2.979957,798.771655
20,2022-08-13 06:54:39+00:00,45.884945,2.979933,798.698978
21,2022-08-13 06:54:43+00:00,45.88504,2.979858,798.3752
22,2022-08-13 06:54:46+00:00,45.885133,2.97988,798.093681
23,2022-08-13 06:54:49+00:00,45.885245,2.979943,797.734422
24,2022-08-13 06:54:51+00:00,45.885332,2.979992,797.455307
25,2022-08-13 06:54:53+00:00,45.88542,2.980042,797.172651
26,2022-08-13 06:54:55+00:00,45.885508,2.980088,796.892948
27,2022-08-13 06:54:57+00:00,45.8856,2.980135,796.601298
28,2022-08-13 06:54:59+00:00,45.88569,2.98019,796.309169
29,2022-08-13 06:55:01+00:00,45.885772,2.980258,796.026369
30,2022-08-13 06:55:03+00:00,45.885847,2.980338,795.747355
31,2022-08-13 06:55:05+00:00,45.885912,2.980432,795.471876
32,2022-08-13 06:55:07+00:00,45.885972,2.980533,795.195808
33,2022-08-13 06:55:09+00:00,45.886032,2.980643,794.905253
34,2022-08-13 06:55:11+00:00,45.886093,2.980755,794.609583
35,2022-08-13 06:55:13+00:00,45.886162,2.980863,794.304796
36,2022-08-13 06:55:15+00:00,45.88623,2.980968,794.006618
37,2022-08-13 06:55:17+00:00,45.886302,2.98107,793.704589
38,2022-08-13 06:55:19+00:00,45.886372,2.981178,793.396356
39,2022-08-13 06:55:21+00:00,45.88643,2.981302,792.805811
40,2022-08-13 06:55:23+00:00,45.88647,2.981438,792.222195
41,2022-08-13 06:55:25+00:00,45.88649,2.981573,791.676599
42,2022-08-13 06:55:28+00:00,45.8865,2.981753,790.962813
43,2022-08-13 06:55:31+00:00,45.886498,2.981917,790.314437
44,2022-08-13 06:55:34+00:00,45.886493,2.982065,789.728717
45,2022-08-13 06:55:38+00:00,45.886505,2.98222,789.112238
46,2022-08-13 06:55:42+00:00,45.886563,2.982323,788.588544
47,2022-08-13 06:55:46+00:00,45.886653,2.982408,787.9769
48,2022-08-13 06:55:50+00:00,45.886765,2.982473,787.290937
49,2022-08-13 06:55:53+00:00,45.886842,2.98255,786.758165
50,2022-08-13 06:55:57+00:00,45.886928,2.982627,786.182705
51,2022-08-13 06:56:00+00:00,45.887013,2.982698,785.624347
52,2022-08-13 06:56:03+00:00,45.887088,2.982818,784.986851
53,2022-08-13 06:56:07+00:00,45.887153,2.98295,784.347708
54,2022-08-13 06:56:11+00:00,45.88723,2.98303,783.808075
55,2022-08-13 06:56:18+00:00,45.887293,2.983077,783.404948
56,2022-08-13 06:56:19+00:00,45.88729,2.983075,783.386167
57,2022-08-13 06:56:20+00:00,45.88729,2.983077,783.378261
58,2022-08-13 06:56:22+00:00,45.887285,2.98308,783.34749
59,2022-08-13 06:56:28+00:00,45.88727,2.983122,783.173867
60,2022-08-13 06:57:47+00:00,45.887268,2.983122,783.168568
61,2022-08-13 06:57:48+00:00,45.887268,2.983122,783.168568
62,2022-08-13 06:57:49+00:00,45.887267,2.983122,783.165918
63,2022-08-13 06:57:50+00:00,45.887267,2.983122,783.165918
64,2022-08-13 06:57:54+00:00,45.887265,2.98312,783.159462
65,2022-08-13 06:57:55+00:00,45.887265,2.98312,783.159462
66,2022-08-13 06:57:56+00:00,45.887263,2.98312,783.154162
67,2022-08-13 06:57:57+00:00,45.887263,2.98312,783.154162
68,2022-08-13 06:58:24+00:00,45.887265,2.983118,783.147705
69,2022-08-13 06:58:25+00:00,45.887265,2.983118,783.147705
70,2022-08-13 06:58:34+00:00,45.887267,2.983117,783.142094
71,2022-08-13 06:58:35+00:00,45.887267,2.983117,783.142094
72,2022-08-13 06:58:46+00:00,45.887265,2.983117,783.136795
73,2022-08-13 06:58:48+00:00,45.887267,2.983117,783.131495
