,time,latitude,longitude,altitude
0,2022-08-07 06:53:53+00:00,47.274287,4.091353,616.074232
1,2022-08-07 06:53:54+00:00,47.274287,4.091353,616.074232
2,2022-08-07 06:53:59+00:00,47.274285,4.091353,616.074232
3,2022-08-07 06:54:00+00:00,47.274285,4.091353,616.074232
4,2022-08-07 06:54:20+00:00,47.274287,4.091353,616.074232
5,2022-08-07 06:54:26+00:00,47.274288,4.091388,616.074232
6,2022-08-07 06:54:28+00:00,47.274288,4.091398,616.074232
7,2022-08-07 06:54:34+00:00,47.274283,4.091532,616.074232
8,2022-08-07 06:54:38+00:00,47.274238,4.091662,616.074232
9,2022-08-07 06:54:41+00:00,47.274227,4.091815,616.074232
10,2022-08-07 06:54:41+00:00,47.274227,4.091815,616.074232
11,2022-08-07 06:54:44+00:00,47.274228,4.091948,616.074232
12,2022-08-07 06:54:49+00:00,47.274262,4.092097,616.074232
13,2022-08-07 06:54:54+00:00,47.274322,4.092217,616.074232
14,2022-08-07 06:54:58+00:00,47.27431,4.09235,616.074232
15,2022-08-07 06:55:02+00:00,47.274302,4.092497,616.074232
16,2022-08-07 06:55:06+00:00,47.27429,4.092662,616.045828
17,2022-08-07 06:55:09+00:00,47.274275,4.092813,615.952231
18,2022-08-07 06:55:12+00:00,47.274267,4.092967,615.857505
19,2022-08-07 06:55:15+00:00,47.274262,4.093107,615.771523
20,2022-08-07 06:55:18+00:00,47.274255,4.093248,615.684815
21,2022-08-07 06:55:21+00:00,47.274248,4.093383,615.601777
22,2022-08-07 06:55:24+00:00,47.274243,4.09352,615.517632
23,2022-08-07 06:55:28+00:00,47.27424,4.093677,615.421305
24,2022-08-07 06:55:32+00:00,47.274247,4.093845,615.318075
25,2022-08-07 06:55:35+00:00,47.274262,4.093987,615.229936
26,2022-08-07 06:55:39+00:00,47.274265,4.09416,615.123798
27,2022-08-07 06:55:42+00:00,47.274268,4.094303,615.036053
28,2022-08-07 06:55:45+00:00,47.274275,4.094442,614.950569
29,2022-08-07 06:55:48+00:00,47.274285,4.094587,614.861181
30,2022-08-07 06:55:51+00:00,47.27429,4.094727,614.775199
31,2022-08-07 06:55:54+00:00,47.274282,4.09489,614.674968
32,2022-08-07 06:55:57+00:00,47.274263,4.09505,614.575347
33,2022-08-07 06:56:00+00:00,47.274237,4.095208,614.475635
34,2022-08-07 06:56:03+00:00,47.274205,4.095378,614.837468
35,2022-08-07 06:56:06+00:00,47.27417,4.095542,615.344303
36,2022-08-07 06:56:09+00:00,47.274137,4.095687,615.795178
37,2022-08-07 06:56:12+00:00,47.274102,4.095833,616.251671
38,2022-08-07 06:56:15+00:00,47.274067,4.095968,616.677725
39,2022-08-07 06:56:20+00:00,47.274133,4.09609,617.137721
40,2022-08-07 06:56:24+00:00,47.274232,4.096168,617.625482
41,2022-08-07 06:56:28+00:00,47.274332,4.096247,618.118466
42,2022-08-07 06:56:33+00:00,47.27442,4.096322,618.560153
43,2022-08-07 06:56:39+00:00,47.274513,4.09639,619.011233
44,2022-08-07 06:56:45+00:00,47.274593,4.09648,619.448524
45,2022-08-07 06:56:51+00:00,47.274652,4.096583,619.845916
46,2022-08-07 06:56:57+00:00,47.27471,4.096708,620.292352
47,2022-08-07 06:57:02+00:00,47.27477,4.096825,620.724711
48,2022-08-07 06:57:07+00:00,47.274833,4.096943,621.167366
49,2022-08-07 06:57:12+00:00,47.274895,4.097063,621.612022
50,2022-08-07 06:57:17+00:00,47.274955,4.097188,622.063419
51,2022-08-07 06:57:22+00:00,47.275013,4.097317,622.491954
52,2022-08-07 06:57:27+00:00,47.275073,4.09743,622.869244
53,2022-08-07 06:57:33+00:00,47.275157,4.097482,623.222326
54,2022-08-07 06:57:39+00:00,47.275252,4.097495,623.592073
55,2022-08-07 06:57:45+00:00,47.275342,4.097503,623.941493
56,2022-08-07 06:57:55+00:00,47.275403,4.097605,624.299003
57,2022-08-07 06:58:01+00:00,47.275353,4.097743,624.710353
58,2022-08-07 06:58:06+00:00,47.27532,4.09787,625.067935
59,2022-08-07 06:58:11+00:00,47.27531,4.09801,625.438081
60,2022-08-07 06:58:16+00:00,47.2753,4.098153,625.816073
61,2022-08-07 06:58:22+00:00,47.27527,4.0983,626.219697
62,2022-08-07 06:58:27+00:00,47.275247,4.098435,626.585683
63,2022-08-07 06:58:33+00:00,47.27526,4.098568,626.939
64,2022-08-07 06:58:41+00:00,47.275317,4.098693,627.335006
65,2022-08-07 06:58:47+00:00,47.275405,4.09874,627.697742
66,2022-08-07 06:58:54+00:00,47.2755,4.098763,628.070839
67,2022-08-07 06:59:02+00:00,47.275537,4.098623,628.46589
68,2022-08-07 06:59:07+00:00,47.275542,4.098463,628.887034
69,2022-08-07 06:59:11+00:00,47.27556,4.098332,629.233784
70,2022-08-07 06:59:20+00:00,47.275543,4.098468,629.216675
71,2022-08-07 06:59:25+00:00,47.275548,4.098625,629.197231
72,2022-08-07 06:59:30+00:00,47.27559,4.098768,629.177953
73,2022-08-07 06:59:34+00:00,47.275668,4.098845,629.160834
74,2022-08-07 06:59:38+00:00,47.275763,4.098865,629.143336
75,2022-08-07 06:59:43+00:00,47.275858,4.098912,629.125063
76,2022-08-07 06:59:48+00:00,47.27589,4.09906,629.105846
77,2022-08-07 06:59:54+00:00,47.275847,4.099183,629.088727
78,2022-08-07 06:59:58+00:00,47.275733,4.099193,629.067903
79,2022-08-07 07:00:02+00:00,47.275633,4.099283,629.046538
80,2022-08-07 07:00:05+00:00,47.275582,4.099393,629.030055
81,2022-08-07 07:00:08+00:00,47.275565,4.099525,629.013433
82,2022-08-07 07:00:11+00:00,47.275572,4.099658,628.996929
