,time,latitude,longitude,altitude
0,2022-08-12 05:59:45+00:00,46.110315,3.080233,313.98572
1,2022-08-12 05:59:46+00:00,46.110332,3.08026,313.98572
2,2022-08-12 05:59:49+00:00,46.110385,3.08037,313.98572
3,2022-08-12 05:59:52+00:00,46.110453,3.080498,313.98572
4,2022-08-12 05:59:55+00:00,46.11052,3.080612,313.98572
5,2022-08-12 05:59:58+00:00,46.11059,3.080693,313.98572
6,2022-08-12 06:00:06+00:00,46.110655,3.080818,313.98572
7,2022-08-12 06:00:06+00:00,46.110655,3.080818,313.98572
8,2022-08-12 06:00:10+00:00,46.11077,3.080797,313.98572
9,2022-08-12 06:00:13+00:00,46.110868,3.080757,313.98572
10,2022-08-12 06:00:16+00:00,46.110953,3.080835,313.98572
11,2022-08-12 06:00:19+00:00,46.111025,3.080967,313.986209
12,2022-08-12 06:00:22+00:00,46.11109,3.081092,313.986996
13,2022-08-12 06:00:25+00:00,46.111152,3.081237,313.987855
14,2022-08-12 06:00:27+00:00,46.111202,3.081352,313.988539
15,2022-08-12 06:00:29+00:00,46.111248,3.081463,313.989191
16,2022-08-12 06:00:32+00:00,46.111313,3.08163,313.990156
17,2022-08-12 06:00:34+00:00,46.111358,3.081748,313.990834
18,2022-08-12 06:00:36+00:00,46.111405,3.081873,313.991551
19,2022-08-12 06:00:38+00:00,46.111445,3.081998,313.992245
20,2022-08-12 06:00:40+00:00,46.111485,3.082117,313.992911
21,2022-08-12 06:00:43+00:00,46.111543,3.082285,313.993857
22,2022-08-12 06:00:46+00:00,46.111598,3.08244,313.994735
23,2022-08-12 06:00:49+00:00,46.111657,3.082597,313.995634
24,2022-08-12 06:00:52+00:00,46.111722,3.082768,313.996617
25,2022-08-12 06:00:55+00:00,46.111792,3.082933,313.997592
26,2022-08-12 06:00:57+00:00,46.111843,3.083048,313.99828
27,2022-08-12 06:00:59+00:00,46.111897,3.08317,313.997115
28,2022-08-12 06:01:01+00:00,46.111952,3.083285,313.991614
29,2022-08-12 06:01:03+00:00,46.112002,3.083395,313.986435
30,2022-08-12 06:01:06+00:00,46.112073,3.083547,313.979218
31,2022-08-12 06:01:09+00:00,46.112135,3.08368,313.972907
32,2022-08-12 06:01:12+00:00,46.11221,3.083838,313.965367
33,2022-08-12 06:01:14+00:00,46.112272,3.083947,313.959815
34,2022-08-12 06:01:16+00:00,46.112335,3.08406,313.954105
35,2022-08-12 06:01:18+00:00,46.112395,3.084173,313.948501
36,2022-08-12 06:01:20+00:00,46.112457,3.08428,313.94301
37,2022-08-12 06:01:22+00:00,46.11252,3.084385,313.937542
38,2022-08-12 06:01:24+00:00,46.112588,3.084493,313.931797
39,2022-08-12 06:01:26+00:00,46.112652,3.084608,313.92599
40,2022-08-12 06:01:28+00:00,46.112713,3.084727,313.920163
41,2022-08-12 06:01:30+00:00,46.11277,3.084843,313.914564
42,2022-08-12 06:01:32+00:00,46.112825,3.084967,313.908768
